State,AccountLength,AreaCode,InternationalPlan,VoiceMailPlan,TotalDayMinutes,TotalEveMinutes,CustomerServiceCalls,Churn
WI,44,415,yes,no,62.3,275,1,FALSE
FL,64,408,no,yes,228.6,248.5,3,FALSE
WV,44,510,no,no,228.1,276.5,2,TRUE
SD,114,415,no,yes,309.9,200.3,1,FALSE
FL,92,415,no,no,201.9,226.8,3,FALSE
OR,110,408,no,no,149.8,180,2,FALSE
CO,90,408,no,yes,183.8,229.7,1,FALSE
CT,72,408,no,yes,186.7,335,1,FALSE
IN,113,415,no,no,209.4,347.3,1,TRUE
PA,171,415,no,yes,223.2,183.2,3,FALSE
NM,104,415,no,no,164.2,155.4,1,FALSE
ME,165,408,no,no,150.5,193.1,1,FALSE
SD,104,510,no,no,234.2,293.1,0,TRUE
AR,110,408,no,no,55.3,164.7,1,FALSE
TX,90,408,yes,no,221.8,203.8,1,FALSE
NH,114,415,no,no,169.6,58.9,1,FALSE
OK,101,408,no,no,89.7,260.1,5,TRUE
WI,117,408,no,yes,80.2,219,1,FALSE
AL,109,408,no,no,218.9,299.9,2,FALSE
PA,82,408,no,no,125.7,207.6,1,FALSE
OK,92,510,no,no,176.3,93.4,2,FALSE
ME,82,510,no,yes,207.2,254.1,2,FALSE
WV,90,415,no,no,205.7,161.9,2,FALSE
HI,87,408,no,yes,151.4,152.4,1,FALSE
MN,124,510,no,no,157.5,130.7,3,FALSE
NY,39,408,no,no,160.4,102.6,2,FALSE
AZ,84,415,no,no,159,167.9,1,FALSE
OH,75,510,no,yes,214.1,200.9,0,FALSE
MI,102,510,no,no,102.6,246,2,FALSE
MA,62,415,yes,no,159.7,197.5,0,TRUE
WV,143,510,no,no,202.8,165.8,1,FALSE
MI,53,415,no,no,57.5,265.5,3,FALSE
NM,30,415,no,no,169.9,225.2,1,FALSE
MO,112,415,no,no,335.5,212.5,2,TRUE
RI,129,415,no,no,139.5,289.3,0,FALSE
NC,63,415,no,yes,142.3,118.7,1,FALSE
WY,28,415,no,no,187.8,248.6,0,FALSE
WY,111,415,no,no,146.2,261.5,3,FALSE
PA,91,510,no,no,231.8,150.6,3,FALSE
KY,90,415,no,no,193.7,154.2,1,FALSE
OR,151,510,no,no,156.4,233.4,4,FALSE
NV,105,415,yes,yes,220.7,217.7,1,TRUE
DC,41,408,no,yes,239.8,221.9,2,FALSE
UT,48,510,no,yes,172,200.2,1,FALSE
WA,166,408,yes,yes,128.2,274.5,2,FALSE
FL,79,510,no,no,130.2,290.9,3,FALSE
VA,153,510,no,no,195.4,154.6,1,FALSE
KS,110,415,yes,no,293.3,188.5,0,TRUE
KS,163,415,no,no,191.3,193.9,1,FALSE
DC,126,510,no,no,122.4,143.8,1,FALSE
ME,105,408,no,yes,209.6,146.9,2,FALSE
LA,172,415,no,no,215.7,146.3,3,FALSE
DC,126,415,no,no,161.4,220.6,0,FALSE
TX,97,510,no,no,144.2,226.7,3,FALSE
NJ,95,408,yes,yes,220.2,185.3,0,TRUE
DE,87,510,no,no,256.2,160.7,4,FALSE
VT,97,415,no,no,112.7,217.7,1,FALSE
GA,76,415,no,no,299.5,226.7,0,TRUE
TX,140,408,no,no,194.8,170.9,0,FALSE
MT,169,415,no,no,100.8,230,0,FALSE
ND,68,408,no,yes,82.5,289.9,3,FALSE
NJ,122,415,no,yes,146.4,89.7,2,FALSE
MO,36,408,no,no,177.9,224.6,2,FALSE
CO,120,510,no,yes,153.5,194,5,FALSE
KS,121,408,no,no,150.7,197.3,1,FALSE
NC,64,408,no,yes,180.1,127.5,0,FALSE
MT,13,415,no,yes,265.3,147.6,1,FALSE
DE,106,415,no,no,128.6,134,0,FALSE
ND,88,415,no,no,161.5,173.5,2,FALSE
VA,74,408,no,no,165.3,198.5,1,FALSE
IL,83,415,no,no,195,210.5,0,FALSE
OK,49,415,no,no,213.8,265.1,0,FALSE
CO,111,510,no,yes,205.5,219.3,1,FALSE
MT,50,415,no,yes,252.9,177.9,3,FALSE
WV,153,408,no,yes,235.6,227.9,0,FALSE
ME,88,415,no,no,192,127.6,1,FALSE
WI,131,415,no,yes,69.1,101.3,0,FALSE
MO,79,408,no,no,261.7,210.6,3,TRUE
NY,140,415,no,no,235.5,257.2,2,FALSE
CT,105,408,no,no,213.4,204.9,1,FALSE
AR,54,415,no,yes,206.9,127.8,3,FALSE
WY,87,415,no,yes,263.8,103.4,3,FALSE
CA,96,510,no,yes,183.4,195.5,1,FALSE
CA,79,510,no,no,157.6,194.1,5,TRUE
MN,55,415,no,no,175.6,161.8,0,FALSE
AK,130,415,no,no,242.5,102.8,2,FALSE
VA,34,415,no,no,151,131.4,0,FALSE
CO,139,415,no,no,138.1,164.5,1,FALSE
MT,109,408,no,no,264.7,305,1,TRUE
SD,65,408,no,yes,282.3,152,1,FALSE
DE,119,415,no,no,176.8,224.7,1,FALSE
LA,43,415,no,no,241.9,129.4,1,FALSE
MA,42,408,no,no,241.2,116.5,0,FALSE
IN,84,408,no,no,217.1,236,1,FALSE
NY,65,510,no,no,195.4,181.2,0,FALSE
TX,75,415,yes,no,222.4,327,1,TRUE
KS,116,510,no,no,189.5,189.8,1,FALSE
WV,107,415,no,no,123.1,158.4,0,FALSE
NE,189,415,no,yes,256.7,150.5,3,FALSE
ND,123,408,no,no,159.1,241.6,1,FALSE
AK,110,408,no,no,100.1,233.3,3,FALSE
CO,63,415,no,yes,30.9,187,1,FALSE
ME,176,415,no,no,223.2,214.4,3,FALSE
SC,108,510,no,no,187.4,199.9,1,FALSE
MN,13,510,no,yes,315.6,208.9,3,FALSE
CO,71,415,no,no,277.5,131.8,1,FALSE
KS,88,415,no,no,189.8,197.3,2,FALSE
MS,137,510,no,no,147.2,192.8,1,FALSE
NE,82,408,no,no,185.8,276.5,4,FALSE
NJ,92,510,no,yes,155.4,188.5,3,FALSE
WI,165,510,no,no,154.2,268.6,6,FALSE
MT,96,415,no,no,97.6,105.5,1,FALSE
AR,156,415,no,no,178.8,178.4,1,FALSE
WA,63,408,no,no,149.3,273.6,0,FALSE
NH,37,415,no,no,206,186,0,FALSE
IA,98,415,no,no,216.8,190.8,0,FALSE
WV,121,415,no,no,103.3,129.1,0,FALSE
RI,94,415,no,no,139.4,159.1,0,FALSE
KS,99,415,no,no,191.2,163.9,1,FALSE
MT,163,510,no,yes,160,189.4,1,FALSE
MO,161,510,no,no,221.7,193,3,FALSE
HI,99,415,no,no,62.9,231,1,FALSE
CO,108,415,no,no,215.6,195.3,1,FALSE
CT,84,510,no,yes,165.3,223.5,3,FALSE
ID,83,415,yes,yes,94.7,154.4,2,FALSE
DC,139,510,no,no,203.2,152.5,2,FALSE
TN,69,510,no,no,195.3,216.7,3,FALSE
WY,129,510,no,no,143.7,297.8,4,FALSE
MO,106,415,no,no,114.4,78.3,2,FALSE
VA,158,415,no,no,222.8,203,2,FALSE
SD,168,415,no,yes,175.9,211.7,2,FALSE
WV,115,510,yes,no,249.9,242.5,1,TRUE
GA,57,408,yes,yes,234.5,195.2,2,FALSE
AZ,67,415,no,no,210.7,219.2,1,FALSE
AK,127,408,no,no,182.3,169.9,1,FALSE
AK,78,510,no,no,190.3,194.5,2,FALSE
CT,100,415,no,yes,177.1,163.7,0,FALSE
UT,103,510,no,yes,87.2,169.3,6,TRUE
KY,113,415,no,no,215.6,193.4,1,FALSE
MI,78,510,no,no,137.4,237.6,3,FALSE
OR,129,510,no,yes,192.8,177,1,FALSE
TN,57,510,no,no,149.3,200.2,2,FALSE
WV,82,408,no,no,143.7,170.7,1,FALSE
NJ,64,415,no,no,224.8,190,1,FALSE
MS,86,510,no,yes,261.2,214.2,2,FALSE
ME,151,415,no,yes,196.5,175.8,0,FALSE
WY,94,510,no,no,271.2,202.6,3,TRUE
WY,90,415,no,no,207.2,292.5,2,FALSE
IN,48,510,no,no,300.4,133.2,2,FALSE
NM,85,408,no,yes,229.6,132.3,2,FALSE
NJ,93,415,yes,yes,187.5,169.8,1,FALSE
DC,169,415,yes,no,57.1,199.7,3,FALSE
UT,68,415,no,no,162.1,155,5,TRUE
KY,91,415,yes,no,145,175.8,2,TRUE
KS,68,510,no,no,159.5,240.8,1,FALSE
MI,101,510,no,no,190.7,208.6,1,FALSE
UT,67,510,no,yes,230.6,189.1,1,FALSE
NE,66,415,no,no,34,278.6,0,FALSE
FL,116,415,no,yes,193.4,240.6,5,FALSE
LA,158,408,no,no,202,163.5,1,FALSE
MT,78,415,no,no,191.7,241.4,1,FALSE
WA,119,415,no,yes,161.3,250.3,1,FALSE
MI,120,415,no,no,150.6,119,1,FALSE
KY,155,510,no,no,184.6,196,1,FALSE
LA,106,408,no,no,220.7,270.2,1,FALSE
NM,87,510,yes,no,167.3,198.5,1,FALSE
AL,146,415,no,yes,154,185.5,3,FALSE
MO,101,415,no,yes,121.1,186.4,0,FALSE
CO,22,510,no,yes,182.1,164.6,3,FALSE
TX,90,415,no,no,109.6,137.6,2,FALSE
NY,41,415,no,no,209.9,121.9,1,FALSE
OR,69,415,no,no,167.5,242.1,2,FALSE
WY,33,415,no,no,213.9,239.8,2,FALSE
UT,112,415,no,no,115.8,243.3,1,FALSE
LA,108,510,no,yes,276.6,220.1,2,FALSE
NV,136,415,no,yes,179.4,181.1,2,FALSE
NC,128,510,no,no,187.3,270.8,1,FALSE
NC,27,408,no,no,201.2,227.2,2,FALSE
WY,161,415,yes,no,189.6,267.4,1,FALSE
TN,33,415,no,yes,186.8,261,0,FALSE
FL,120,415,no,yes,153.5,219.1,0,FALSE
CA,113,415,no,no,187.6,208.2,2,FALSE
PA,122,415,yes,no,230.9,243.2,0,TRUE
WV,148,415,no,yes,244.9,118,2,FALSE
NJ,74,415,no,no,230.9,223,3,FALSE
MT,106,415,no,no,187.1,250.2,1,FALSE
MN,179,415,no,no,170.7,191.1,1,FALSE
WI,149,415,yes,yes,126.9,166.9,5,TRUE
ID,77,510,no,no,189.5,207,0,FALSE
MA,127,408,yes,no,176.9,167.9,1,TRUE
OR,80,415,no,no,161.1,198.8,1,FALSE
MT,106,510,no,no,169.4,197.2,1,FALSE
AL,61,415,no,yes,254.4,161.7,0,FALSE
ND,135,510,yes,yes,127.7,215,2,FALSE
LA,115,415,no,yes,170.5,217.2,6,FALSE
ND,167,408,yes,no,219.1,242.9,2,FALSE
MS,107,510,yes,no,273.5,183.8,2,FALSE
WV,112,415,yes,no,161.9,200.9,1,FALSE
WI,35,510,no,yes,241.7,142,1,FALSE
KS,103,408,yes,no,62.8,170.4,3,FALSE
MO,107,415,no,yes,281.1,143.7,1,FALSE
PA,69,415,no,no,228.2,263.7,3,FALSE
SD,85,408,no,no,209.8,194.5,0,FALSE
NJ,24,408,no,no,265.6,208.8,2,TRUE
AL,90,415,no,no,214.9,117.8,2,FALSE
ME,137,510,no,no,110.5,223.2,3,FALSE
AZ,92,415,yes,yes,281.1,198,0,FALSE
VT,38,415,no,no,137.8,286.3,2,FALSE
NV,69,510,yes,yes,271.5,253.4,1,TRUE
WI,45,408,no,no,112.8,218.8,2,FALSE
HI,73,408,no,no,187.3,239.7,1,FALSE
DE,92,415,no,no,197,269.3,1,FALSE
AZ,113,415,no,yes,180.4,129.4,1,FALSE
VA,68,408,yes,no,148.5,219.4,1,TRUE
GA,135,415,no,yes,197.1,259.4,2,FALSE
AZ,100,415,no,yes,153.7,137.8,1,FALSE
MN,96,415,no,yes,261.3,220.9,1,FALSE
ME,108,510,no,no,246.2,202.4,1,FALSE
FL,84,510,no,no,191,318.8,0,FALSE
WA,134,408,no,no,208.3,253.6,1,FALSE
MT,72,415,no,no,253,219.3,0,FALSE
AL,83,408,no,no,202.3,201.5,0,FALSE
WV,137,408,no,no,174.4,156.3,0,FALSE
GA,56,415,no,yes,127.1,172.1,1,FALSE
OH,61,510,yes,yes,143.5,242.6,0,FALSE
DE,171,510,no,yes,186.9,240,1,FALSE
NE,123,510,no,no,194,242,1,FALSE
FL,58,510,no,no,234.8,106.8,0,FALSE
AK,156,510,no,no,123.7,103,1,FALSE
WI,166,510,no,no,173.9,276.4,0,FALSE
WA,75,510,no,yes,130.9,203.4,1,FALSE
KY,75,415,no,no,314.6,169.8,2,TRUE
OH,83,510,no,no,227.9,207.5,1,FALSE
UT,243,510,no,no,95.5,163.7,2,FALSE
NM,153,408,no,no,185.3,208,1,FALSE
MN,150,415,no,no,146.3,202.7,1,FALSE
WV,92,510,no,yes,184,76.4,2,FALSE
MN,80,415,no,no,105.8,43.9,0,FALSE
AL,134,415,no,no,178,153.8,1,FALSE
PA,77,510,no,yes,149.4,123.9,1,FALSE
DE,147,510,no,no,209.4,132.5,2,FALSE
MO,74,415,no,no,172.1,211.7,1,FALSE
IL,138,510,yes,no,169.3,217.9,1,FALSE
FL,143,415,no,no,119.1,287.7,0,FALSE
HI,64,415,no,no,194.2,173.4,2,FALSE
ME,120,510,no,no,198.8,230.1,2,FALSE
CO,121,408,yes,no,167.7,93.7,3,TRUE
NH,88,415,no,no,202.2,216.8,2,FALSE
SC,87,408,no,no,322.5,204.6,2,TRUE
IN,100,510,no,no,216.2,215.6,0,FALSE
FL,104,415,no,no,76.4,115.6,3,FALSE
GA,27,510,no,no,72.7,208.6,1,FALSE
IL,81,415,no,yes,210.4,225.5,0,FALSE
NC,64,510,yes,yes,127.2,162.9,0,FALSE
VT,107,510,no,yes,201.8,304.9,1,FALSE
DC,88,415,no,yes,219.5,222.1,1,FALSE
VT,111,408,no,no,99.3,270.5,3,FALSE
NV,77,415,no,no,239.2,150,5,FALSE
OR,67,415,yes,no,120.9,235,2,FALSE
AL,102,408,no,no,224.7,129.4,1,FALSE
ND,146,408,no,yes,176.6,162.7,1,FALSE
FL,144,415,no,yes,283.9,192,1,FALSE
NE,96,415,no,no,180.6,190.9,1,TRUE
ND,70,415,no,yes,125.9,196.4,1,FALSE
ME,149,408,no,no,237.6,192.4,0,FALSE
IL,129,415,no,no,198.4,264.7,2,FALSE
WA,166,408,no,no,274.3,52.9,0,FALSE
MA,136,408,yes,no,199.6,211.4,3,TRUE
KS,149,510,no,no,217.7,273.5,3,FALSE
RI,70,415,no,no,134.7,235.9,3,FALSE
MO,120,415,no,yes,212.7,257.5,2,FALSE
IA,66,510,no,no,256.3,180.2,2,FALSE
WY,104,408,no,no,183.6,120.7,1,FALSE
NV,160,415,no,no,176.2,196,1,FALSE
WI,129,415,no,yes,205,165.4,1,FALSE
AL,93,408,no,no,267.9,223,3,TRUE
HI,169,415,no,no,179.2,175.2,2,FALSE
MO,58,415,no,no,149.4,196.5,1,FALSE
CA,75,510,no,yes,163.6,146.7,3,FALSE
MO,45,408,no,no,207.6,152.7,1,FALSE
CT,155,510,no,no,165.4,183.7,3,FALSE
MD,52,415,no,no,209.8,171.3,4,FALSE
OH,119,415,no,yes,220.1,268.2,0,FALSE
NV,86,510,no,no,141.3,154.3,1,FALSE
MD,42,408,no,no,196.5,241.3,0,FALSE
NE,127,510,yes,no,180.9,209.5,2,FALSE
OH,123,408,no,no,105,251.6,0,FALSE
MA,98,510,no,no,271.4,190.4,4,TRUE
OK,149,510,no,yes,206.7,174.6,1,FALSE
MA,160,408,no,no,166.8,236,1,FALSE
WA,103,415,no,no,204.9,135.2,5,FALSE
HI,132,415,no,yes,154.6,245.6,1,FALSE
CO,137,415,no,no,127,323.2,1,FALSE
FL,129,415,yes,no,267.4,204.2,1,FALSE
WI,62,415,no,no,281,160.6,1,FALSE
ID,122,510,no,yes,270.8,220.4,4,FALSE
WY,32,408,no,no,171.2,185.6,1,FALSE
GA,86,510,no,no,124.1,202.6,3,FALSE
FL,130,415,no,no,162.8,290.3,1,FALSE
WY,42,408,no,no,146.3,255.9,1,FALSE
DE,73,415,no,no,254.8,143.4,2,FALSE
ME,66,408,no,yes,254.9,243.2,2,FALSE
DC,103,510,no,yes,107.7,188.9,0,FALSE
IA,128,408,no,no,158.8,264.8,1,FALSE
CO,104,415,no,no,182.9,239.6,2,FALSE
MN,103,415,no,no,198.5,42.5,0,FALSE
VT,124,415,no,no,178.4,233.6,0,FALSE
AZ,87,510,no,no,110.9,158.5,1,FALSE
LA,109,415,no,yes,166.9,221.2,1,TRUE
MO,167,415,yes,no,244.8,60.8,2,FALSE
ME,97,510,no,no,120.8,169.8,4,TRUE
MD,106,415,no,no,165.3,210,2,FALSE
VT,125,415,no,no,126.7,155.5,2,FALSE
DC,108,408,no,yes,215.9,200.6,0,FALSE
WY,125,415,no,no,140.1,209.6,1,FALSE
VA,89,415,no,yes,209.9,249.8,1,FALSE
VA,72,510,yes,yes,139.8,138.2,0,FALSE
CT,23,510,no,no,321.6,251.6,2,TRUE
HI,149,510,no,no,166.6,218.8,7,FALSE
WI,73,415,no,no,214.2,196.8,0,FALSE
MD,61,415,no,no,260,210.5,1,TRUE
WV,161,415,no,no,191.9,70.9,4,TRUE
VT,73,408,no,no,213,188.8,0,FALSE
UT,118,415,no,yes,118.1,109.6,1,FALSE
CO,23,408,no,no,190.2,166.4,6,FALSE
NC,127,415,no,yes,82.2,163.3,0,FALSE
NJ,42,415,no,yes,163.8,177.8,0,FALSE
AR,118,415,no,no,267.8,316.4,5,TRUE
IA,45,510,no,no,159.8,120.4,2,FALSE
GA,50,408,no,yes,214.3,289.8,1,FALSE
MO,179,510,no,no,287.3,288,0,TRUE
MO,152,408,no,no,101.2,141.6,2,FALSE
WY,105,415,no,no,102.8,281.7,2,FALSE
HI,72,415,no,no,109.1,115.7,0,FALSE
PA,52,408,no,no,215.9,217,1,FALSE
TX,125,415,no,no,203.4,128.7,1,FALSE
VA,143,510,no,no,110.1,169,1,FALSE
RI,65,415,no,no,111,219.8,1,FALSE
WI,80,415,no,no,239.9,142.3,1,FALSE
MS,1,415,no,no,144.8,112.5,1,FALSE
KY,60,408,no,no,135.4,205.9,1,FALSE
NC,43,415,no,no,84.2,80.8,1,FALSE
NV,143,415,no,no,209.1,106.1,0,FALSE
UT,81,415,no,yes,130.1,196,0,FALSE
ME,205,510,no,yes,175.8,155,2,FALSE
HI,24,415,no,no,241.9,145.2,1,FALSE
OH,74,415,no,no,136.7,228.6,0,FALSE
WV,77,510,no,no,67.7,195.7,1,FALSE
OK,74,415,no,no,200.4,309.2,1,FALSE
KY,74,510,yes,no,125.8,207.7,1,TRUE
AL,200,408,no,no,128.2,133.2,1,FALSE
MD,86,408,no,no,226.3,223,4,FALSE
NE,91,510,no,yes,162.3,233.9,0,FALSE
DC,76,415,no,no,224.4,147.9,2,FALSE
TX,130,415,no,no,120.5,189.7,1,FALSE
OH,56,408,no,no,91.1,179.3,2,FALSE
DE,117,415,no,no,168.8,241.4,0,FALSE
IA,63,510,no,no,153.5,287.3,2,FALSE
VT,126,415,no,no,226.2,140.3,0,FALSE
OR,132,510,no,no,191.9,206.9,1,FALSE
NV,81,415,no,yes,167.9,190.7,4,TRUE
NC,122,415,no,no,180,145,2,FALSE
NJ,46,408,no,no,257.4,261.1,2,TRUE
MN,150,415,no,yes,174.4,169.9,1,FALSE
ID,99,408,no,no,159.7,155.4,1,FALSE
AL,87,408,no,no,237.2,222.6,1,FALSE
AK,108,415,no,no,103,242.3,1,FALSE
VT,101,415,no,no,153.8,234,4,FALSE
PA,53,415,no,no,205.1,160.5,3,FALSE
AK,132,415,no,yes,175.7,187.2,2,FALSE
CA,158,510,no,no,155.9,224.2,2,FALSE
MS,114,415,no,yes,154.4,221.4,0,FALSE
AR,77,415,no,yes,209.7,183.6,2,FALSE
NV,144,415,yes,no,150,285.9,0,FALSE
AL,91,510,no,yes,232.4,186,3,FALSE
GA,58,408,no,no,165.4,115.7,2,FALSE
AR,5,415,no,no,199.2,187.3,3,FALSE
MA,97,408,no,no,217.6,320.5,0,FALSE
NJ,107,415,no,no,212.1,150.1,3,FALSE
MO,142,415,no,yes,154,165.8,1,FALSE
NY,9,408,no,yes,193.8,202.6,1,FALSE
AZ,73,415,no,no,175.4,248.1,0,FALSE
NJ,48,510,no,yes,152,258.8,2,TRUE
WV,43,408,no,no,230.2,186.7,0,FALSE
NM,122,408,no,yes,174.9,248.2,1,TRUE
SC,93,415,no,no,190.2,262.2,0,FALSE
VT,85,415,no,no,176.4,224.9,1,FALSE
TN,59,415,no,no,160.9,251.2,3,FALSE
LA,87,415,no,no,228.7,163,1,FALSE
OH,137,408,no,no,144,181.6,0,FALSE
OR,21,510,no,yes,135.9,271,6,FALSE
DE,129,510,no,no,334.3,192.1,0,TRUE
KY,104,415,no,no,130.5,131.2,0,FALSE
GA,93,408,no,yes,134.2,162.5,4,TRUE
VT,63,415,no,no,278,266.4,4,TRUE
OR,161,415,no,no,105.4,214.8,0,FALSE
TX,50,510,no,no,188.9,203.9,3,FALSE
MO,103,408,no,yes,111.8,239.6,1,FALSE
ND,84,415,no,yes,159.1,149.8,1,FALSE
MN,92,510,no,no,212.4,224.6,1,FALSE
NV,77,415,no,no,142.3,306.3,1,FALSE
NY,64,415,yes,no,346.8,249.5,1,TRUE
FL,159,415,no,yes,113.9,145.3,1,FALSE
KS,110,415,yes,yes,267.9,263.3,1,TRUE
NV,138,510,no,no,171.4,115.2,3,FALSE
NV,178,408,no,no,275.4,187.5,1,FALSE
SC,38,415,no,yes,197.2,249.9,0,FALSE
MI,50,415,no,yes,192.6,135.2,2,FALSE
MI,45,510,no,yes,91.7,150.6,1,FALSE
TN,70,510,no,no,126.3,141.6,0,FALSE
NY,147,510,no,yes,251.5,234.1,3,FALSE
NV,94,510,no,no,190.6,152.3,1,FALSE
IL,179,510,no,no,116.1,201.8,0,FALSE
MS,116,415,no,no,217.3,216.1,2,FALSE
ND,59,510,no,no,179.4,232.5,0,FALSE
NC,165,415,no,no,207.7,164.8,0,FALSE
MI,133,408,no,no,277.3,228.4,2,TRUE
TN,140,415,no,no,125.3,167.6,1,FALSE
VT,93,408,no,yes,138.1,167.3,2,FALSE
OK,52,510,no,yes,169.3,225.9,0,FALSE
DE,64,415,no,yes,201.3,143.8,1,FALSE
ND,12,510,yes,no,216.7,116.5,2,FALSE
OR,48,415,no,no,190.4,317.5,2,FALSE
NY,181,408,no,no,143.3,195.5,1,FALSE
MO,168,415,no,yes,97.4,203.6,2,FALSE
FL,155,415,no,no,181.4,167.7,3,FALSE
ND,105,510,no,no,246.4,256.2,0,FALSE
NY,11,415,no,no,143.4,289.4,2,FALSE
ND,182,415,no,no,104.9,198.5,2,FALSE
NY,104,415,no,no,156.2,193,1,FALSE
OH,102,415,no,no,114.8,81.9,0,FALSE
AL,122,415,no,no,232.5,205.5,0,FALSE
SC,41,415,no,no,143.6,152.4,1,FALSE
GA,132,415,no,no,176.7,244.1,2,FALSE
WY,76,415,no,no,263.4,230.3,1,TRUE
WV,13,415,no,no,146.4,148.5,1,FALSE
HI,115,415,no,yes,145,194.5,2,FALSE
WV,67,408,no,no,167.8,167.7,1,FALSE
LA,154,510,no,no,166.9,154.9,0,FALSE
AR,100,510,no,no,142.5,195.7,2,FALSE
AK,146,510,yes,no,133,262.8,1,FALSE
DC,148,415,no,yes,252.9,284.3,1,FALSE
AL,67,415,no,yes,95,291.2,2,FALSE
UT,161,510,yes,no,194.2,249.4,1,TRUE
KS,70,415,no,no,222.8,215.9,1,FALSE
MN,116,510,no,no,201.8,231.5,0,FALSE
VA,99,415,no,yes,216,232.3,2,TRUE
UT,87,415,no,no,146.3,171.8,1,FALSE
IN,87,510,no,no,234.8,140.9,1,FALSE
CT,70,408,no,no,198.6,213.9,2,FALSE
DE,131,408,no,no,94.4,215.1,2,FALSE
VT,119,510,no,no,190.4,215.6,2,FALSE
MO,119,408,no,yes,142.6,208.2,3,FALSE
RI,87,510,yes,no,134.2,165,0,FALSE
CA,112,415,no,no,111.9,114,5,TRUE
RI,75,415,no,no,122.8,211.3,2,FALSE
ND,132,415,no,yes,174.5,245.6,1,FALSE
RI,190,415,no,yes,116.7,145.9,1,FALSE
HI,101,510,no,no,93.8,150,1,FALSE
WY,185,415,yes,yes,154.1,118.7,2,FALSE
NY,68,415,no,yes,239.5,203.8,0,FALSE
KS,117,510,no,yes,216,224.1,0,FALSE
LA,118,408,no,no,187.4,177.8,1,FALSE
PA,124,415,no,no,167.4,233.2,0,FALSE
NV,22,510,no,no,160.4,218.1,1,FALSE
MN,75,415,no,no,143.2,209.1,1,FALSE
PA,134,408,no,no,205.3,240.5,1,FALSE
MO,164,408,no,yes,219.1,151.5,1,FALSE
NY,44,510,no,no,143.2,169.8,1,FALSE
ME,177,415,no,no,232.8,175.2,2,FALSE
NH,110,408,no,no,162,247.5,0,FALSE
WY,53,415,no,yes,25.9,206.5,1,FALSE
NY,108,415,no,no,154.2,112.3,4,TRUE
ME,80,408,no,no,322.3,222,0,TRUE
MN,158,408,no,no,209.9,221.3,1,FALSE
VA,210,408,no,no,104.6,149.5,2,FALSE
AK,115,415,no,no,245.2,159,0,FALSE
ID,106,510,no,no,274.4,198.6,1,FALSE
RI,93,415,no,no,98.4,249.6,1,FALSE
KY,57,415,no,yes,279.9,223.1,1,FALSE
ND,98,510,no,no,187.2,195.6,1,FALSE
HI,157,415,no,no,276.2,165.8,3,FALSE
WI,116,415,no,yes,200.4,272.8,1,FALSE
WV,30,510,no,no,162.3,244,2,FALSE
NJ,111,510,no,no,176.9,102.8,4,TRUE
KS,52,415,no,no,165.5,205.5,0,FALSE
AL,72,415,no,no,217.8,189.7,4,FALSE
NJ,135,510,no,yes,201.4,246.5,2,TRUE
NC,86,510,no,no,190.5,179.6,3,FALSE
DE,98,415,no,yes,179.9,189.2,3,FALSE
WY,151,510,no,no,235.9,80.6,3,FALSE
ID,118,415,no,no,140.4,187.1,0,FALSE
NY,117,415,no,no,144.6,258.8,2,FALSE
MO,55,510,no,no,189,118.5,0,FALSE
ID,82,408,no,no,101,155.6,0,FALSE
IA,152,415,no,no,206.3,292.8,1,FALSE
TN,108,408,no,yes,165.1,267,1,FALSE
OH,98,408,no,no,165,202.6,1,TRUE
IL,130,415,no,no,155.9,256.1,3,FALSE
FL,136,408,yes,no,199.2,214.7,1,FALSE
MA,47,415,no,no,155.3,188.2,3,FALSE
OK,189,415,no,no,208.3,236.7,3,FALSE
KY,107,415,no,no,157.1,162.6,1,FALSE
MI,91,415,no,no,154.4,168.3,5,TRUE
NE,159,415,no,no,189.1,246.1,1,TRUE
VA,11,408,no,yes,131.5,230.2,2,FALSE
NY,167,415,no,no,166.4,243.2,1,FALSE
MT,111,408,no,no,142.3,122.8,2,FALSE
VT,99,408,no,yes,87.7,223,2,FALSE
KS,159,415,no,yes,184.1,194.5,0,FALSE
VA,114,415,yes,yes,174.5,224.2,2,FALSE
AL,71,415,no,no,103.3,138.5,2,FALSE
PA,122,415,no,no,35.1,180.8,1,FALSE
AL,100,408,no,yes,246.6,141.4,1,FALSE
WV,83,415,no,yes,78.5,210.5,1,FALSE
NV,64,408,no,no,148.1,164.9,5,TRUE
TN,105,408,no,no,206.2,256.4,1,FALSE
ID,144,415,no,yes,251.6,197.6,2,FALSE
WY,106,415,yes,yes,270.3,215.2,1,TRUE
TX,19,510,no,yes,156.6,224.2,1,FALSE
MA,46,408,no,no,139.4,223.7,1,FALSE
IL,127,510,no,no,220.2,188.4,2,FALSE
LA,9,415,no,yes,214.1,169.2,1,FALSE
CO,157,415,no,no,196,213.4,1,FALSE
UT,105,415,no,no,106.4,240.1,6,TRUE
MI,105,415,no,yes,179.4,275.4,0,FALSE
NH,155,408,no,no,216.7,144.3,2,FALSE
ID,31,415,no,no,177.3,152.8,0,FALSE
WA,161,415,no,no,151.6,219.4,1,FALSE
MN,95,408,no,yes,262.2,165.2,0,FALSE
NY,122,415,no,no,173.6,91.7,3,FALSE
MD,37,415,yes,no,106.6,147.4,2,FALSE
GA,132,415,no,no,193.3,128.3,5,TRUE
HI,119,408,no,yes,217.2,138.7,0,FALSE
AL,16,408,no,no,209.5,172.8,1,FALSE
